prolific_id,reward,total,role,cond,wave,src
6346b94a5fbbc84d41ec14fb,5.0,7.0,delegator,no_punish,main,Main I - del - no punish.pdf
63e00673acb154c72d564dd1,5.3,7.43,delegator,no_punish,main,Main I - del - no punish.pdf
567c1cc8b7d79a0012b273ef,3.0,4.2,delegator,no_punish,main,Main I - del - no punish2.pdf
5af0e378e1b5b8000148a38d,3.0,4.2,delegator,no_punish,main,Main I - del - no punish2.pdf
5cff4ed26d6326001acf7022,3.0,4.19,delegator,no_punish,main,Main I - del - no punish2.pdf
6158bd6a0ff7b28732f8398a,5.3,7.41,delegator,no_punish,main,Main I - del - no punish2.pdf
615df15772fbf6ba104032fe,3.0,4.21,delegator,no_punish,main,Main I - del - no punish2.pdf
62717bd9ccd926c3a84ec5b2,3.5,4.9,delegator,no_punish,main,Main I - del - no punish2.pdf
63dad9e2dd58781d74bfa642,3.0,4.21,delegator,no_punish,main,Main I - del - no punish2.pdf
63e151b982d3d7fc75c50a5b,5.3,7.41,delegator,no_punish,main,Main I - del - no punish2.pdf
64135994fa1c09f8a0b91b95,3.0,4.2,delegator,no_punish,main,Main I - del - no punish2.pdf
644e195eb24217e7b414a673,5.0,7.01,delegator,no_punish,main,Main I - del - no punish2.pdf
5a1da3d67ecfc50001be28e4,5.0,6.99,delegator,no_punish,main,Main I - del - no punish2.pdf
5d86fbe77e54b0001a80fd8b,5.0,7.01,delegator,no_punish,main,Main I - del - no punish2.pdf
5f10d13957b4763f401690e5,3.3,4.62,delegator,no_punish,main,Main I - del - no punish2.pdf
60c770c2798ff49897e4826a,3.3,4.61,delegator,no_punish,main,Main I - del - no punish2.pdf
62ad6daf3d02cb55ddf12c6a,5.0,7.0,delegator,no_punish,main,Main I - del - no punish2.pdf
62b57d34b7bdc2d0835fab76,3.0,4.19,delegator,no_punish,main,Main I - del - no punish2.pdf
63038022102690944a6720cf,3.3,4.63,delegator,no_punish,main,Main I - del - no punish2.pdf
63d439df44f39695eef3023e,5.3,7.42,delegator,no_punish,main,Main I - del - no punish2.pdf
6447ccd602f2904fd0b846d7,3.0,4.21,delegator,no_punish,main,Main I - del - no punish2.pdf
6481c18b731c471182a550ae,5.0,7.01,delegator,no_punish,main,Main I - del - no punish2.pdf
55ad3f2dfdf99b563a2471c8,5.05,7.07,delegator,punishment,main,Main I - del.pdf
56c225fe0a25f1000ce56865,3.6,5.05,delegator,punishment,main,Main I - del.pdf
59a1732bfc15d200014ba039,2.75,3.86,delegator,punishment,main,Main I - del.pdf
5c1b3c29bdb7e80001833be1,2.45,3.43,delegator,punishment,main,Main I - del.pdf
5cb898d38609200014b98859,3.1,4.33,delegator,punishment,main,Main I - del.pdf
5ce1a6648e3cae0001b853be,4.8,6.72,delegator,punishment,main,Main I - del.pdf
5d3f7f33eb67080001cd7250,3.0,4.21,delegator,punishment,main,Main I - del.pdf
5d59b9c062caf9001da76564,2.0,2.81,delegator,punishment,main,Main I - del.pdf
5d7f74ddbf31f40001151d5e,3.6,5.04,delegator,punishment,main,Main I - del.pdf
5db43fcef317a6000d4ed9fc,3.3,4.61,delegator,punishment,main,Main I - del.pdf
5eca84a2a964d75ae6d3e807,3.5,4.9,delegator,punishment,main,Main I - del.pdf
5ee918138ebaec11a52bb459,3.3,4.61,delegator,punishment,main,Main I - del.pdf
5f091bb928d2f41aa5ed3137,3.3,4.63,delegator,punishment,main,Main I - del.pdf
5f76303f951dda087d02e0bc,2.1,2.92,delegator,punishment,main,Main I - del.pdf
5f7ca9b13e20031150440b98,3.3,4.64,delegator,punishment,main,Main I - del.pdf
5faeb4a3a3adda0167a076fc,3.5,4.92,delegator,punishment,main,Main I - del.pdf
5fd93a1e8950531f9a92074d,3.3,4.62,delegator,punishment,main,Main I - del.pdf
5fe77802c392155fe8feeee4,2.8,3.91,delegator,punishment,main,Main I - del.pdf
60e580ac2b617df6311e8462,3.0,4.19,delegator,punishment,main,Main I - del.pdf
612a3d97a2cc259f7ff9b580,4.0,5.62,delegator,punishment,main,Main I - del.pdf
613b04fb42857efe1c632f0d,1.5,2.09,delegator,punishment,main,Main I - del.pdf
6229f49a3615b3affee96d27,1.8,2.52,delegator,punishment,main,Main I - del.pdf
62b8430064f1514d058fa23d,2.0,2.8,delegator,punishment,main,Main I - del.pdf
63d13ef7bc64e99e42f88f2b,2.0,2.82,delegator,punishment,main,Main I - del.pdf
63ea52b8342eff8b95ef0f95,3.9,5.48,delegator,punishment,main,Main I - del.pdf
6413574610040c2fed89fd9a,3.0,4.19,delegator,punishment,main,Main I - del.pdf
57cdc1afa4804100018b5c34,5.3,7.42,delegator,punishment,main,Main I - del.pdf
58ee2d957b2e410001c2e807,3.3,4.61,delegator,punishment,main,Main I - del.pdf
59303adcdb68d70001ecd942,3.3,4.6,delegator,punishment,main,Main I - del.pdf
5995ca339845ef00014de357,3.0,4.19,delegator,punishment,main,Main I - del.pdf
5997e57d6b939900012da0e2,3.9,5.46,delegator,punishment,main,Main I - del.pdf
5a4698b97a3e3a0001dd564e,1.0,1.39,delegator,punishment,main,Main I - del.pdf
5a4e68fb30adf7000106fc6f,2.8,3.92,delegator,punishment,main,Main I - del.pdf
5aae762bc4e8f200014b3f88,3.95,5.51,delegator,punishment,main,Main I - del.pdf
5ad091dffb109b0001a3120a,3.5,4.88,delegator,punishment,main,Main I - del.pdf
5b5a1351c83b4d0001b05258,3.0,4.22,delegator,punishment,main,Main I - del.pdf
5b5e69947d7bdd0001132245,2.5,3.49,delegator,punishment,main,Main I - del.pdf
5be1aac8ca095c0001b9f6e4,3.0,4.21,delegator,punishment,main,Main I - del.pdf
5bfbf60d18430e000186a0b6,1.3,1.82,delegator,punishment,main,Main I - del.pdf
5c924c01b60de600159797e5,3.0,4.18,delegator,punishment,main,Main I - del.pdf
5cbc7935dc8a8900017390a2,3.0,4.22,delegator,punishment,main,Main I - del.pdf
5d41b7dccda26100172e9d83,2.75,3.84,delegator,punishment,main,Main I - del.pdf
5d566fa918f22f000148d118,2.85,3.99,delegator,punishment,main,Main I - del.pdf
5e7796db39c441307fc438a7,5.3,7.42,delegator,punishment,main,Main I - del.pdf
5f341e306c067e1255643375,3.0,4.19,delegator,punishment,main,Main I - del.pdf
5f9c763b3fb22a1261f6650e,5.3,7.42,delegator,punishment,main,Main I - del.pdf
604c00d2b7b5f4d3e08b067f,4.6,6.44,delegator,punishment,main,Main I - del.pdf
606e27e93ac0f09b04fa5ce6,5.3,7.4,delegator,punishment,main,Main I - del.pdf
61002bb71b66ea88772a39f3,3.3,4.63,delegator,punishment,main,Main I - del.pdf
61426e91f7667ebccc402980,3.0,4.22,delegator,punishment,main,Main I - del.pdf
6148bf5997774b8538b13c68,3.0,4.2,delegator,punishment,main,Main I - del.pdf
616f0edfea9068854a6ef60b,4.3,6.03,delegator,punishment,main,Main I - del.pdf
6381ef78b1a4963aad7e8d52,2.85,4.01,delegator,punishment,main,Main I - del.pdf
5b1ec8d244127b0001400f00,5.1,7.14,evaluator,punishment,main,Main I - eva 4.pdf
5c113e9998e7810001837291,1.3,1.86,evaluator,punishment,main,Main I - eva 4.pdf
59456207b3da5700018450b9,1.4,1.95,evaluator,punishment,main,Main I - eva 4.pdf
5aa8bd26f6dfdd0001eb1a9e,5.0,6.98,evaluator,punishment,main,Main I - eva.pdf
5ac9069f1667e40001d889f2,5.0,7.0,evaluator,punishment,main,Main I - eva.pdf
5af53b8220299700016d1a1b,1.1,1.54,evaluator,punishment,main,Main I - eva.pdf
5b9281970ff8eb00018874f9,1.1,1.55,evaluator,punishment,main,Main I - eva.pdf
5cce82dc8c978d00157c534a,1.4,1.96,evaluator,punishment,main,Main I - eva.pdf
5cfa8766825511000129d41e,6.1,8.57,evaluator,punishment,main,Main I - eva.pdf
5e7dfc715acd1402882e93eb,1.1,1.52,evaluator,punishment,main,Main I - eva.pdf
5e8d0c7d40d8520da1903a86,1.0,1.4,evaluator,punishment,main,Main I - eva.pdf
5ebc1f847fccd102542382fd,1.1,1.53,evaluator,punishment,main,Main I - eva.pdf
5f5fd5de4487cd0a1f054104,1.0,1.4,evaluator,punishment,main,Main I - eva.pdf
60f889d7fd16343c7a36560a,1.0,1.39,evaluator,punishment,main,Main I - eva.pdf
612a7980b928fb698777726f,1.3,1.84,evaluator,punishment,main,Main I - eva.pdf
61620c697493fd1f0e57a700,5.4,7.54,evaluator,punishment,main,Main I - eva.pdf
54b1e80cfdf99b0b3d806352,5.0,6.98,evaluator,punishment,main,Main I - eva.pdf
552a8dd1fdf99b4e4716e81b,1.9,2.67,evaluator,punishment,main,Main I - eva.pdf
58cef97d5e07b6000139fa16,1.3,1.83,evaluator,punishment,main,Main I - eva.pdf
59400de88fcebc0001075a41,1.4,1.96,evaluator,punishment,main,Main I - eva.pdf
595133ca2e0323000136855a,1.3,1.84,evaluator,punishment,main,Main I - eva.pdf
597f786b2c08900001963acc,1.4,1.96,evaluator,punishment,main,Main I - eva.pdf
59836c8b06cd1f0001f8e111,1.0,1.4,evaluator,punishment,main,Main I - eva.pdf
59b85e50d793b40001459a2f,1.1,1.54,evaluator,punishment,main,Main I - eva.pdf
5b2c9b165b5c0900018b45ef,1.4,1.96,evaluator,punishment,main,Main I - eva.pdf
5cb23900ab0dda0001399c94,1.1,1.54,evaluator,punishment,main,Main I - eva.pdf
5ccf3006f131fb001706edbb,1.0,1.39,evaluator,punishment,main,Main I - eva.pdf
5e20ac9fd911313b03c54832,5.3,7.42,evaluator,punishment,main,Main I - eva.pdf
5e25d8927ea9c201db8a2fd9,1.3,1.82,evaluator,punishment,main,Main I - eva.pdf
5ed2717aec79fd1d3ca47d65,1.6,2.25,evaluator,punishment,main,Main I - eva.pdf
5f08f08be711931713bc33f3,5.3,7.41,evaluator,punishment,main,Main I - eva.pdf
5f2ed247fc40b227293a1a5e,1.1,1.54,evaluator,punishment,main,Main I - eva.pdf
5fc7f97d984e250e0954d565,1.4,1.95,evaluator,punishment,main,Main I - eva.pdf
603b0a1641a4cc7273d3e7da,5.1,7.15,evaluator,punishment,main,Main I - eva.pdf
609b0969f071a72e09556bf9,1.0,1.39,evaluator,punishment,main,Main I - eva.pdf
60cfb80f9613ba516472434c,1.1,1.54,evaluator,punishment,main,Main I - eva.pdf
60ddb2f00524f416aef58a3e,1.3,1.84,evaluator,punishment,main,Main I - eva.pdf
62d6d77df59450e545fb22f6,5.8,8.13,evaluator,punishment,main,Main I - eva.pdf
6400c825deb14f9575f7c5ba,1.3,1.82,evaluator,punishment,main,Main I - eva.pdf
6463b4ad932768af9124d41f,6.0,8.4,evaluator,punishment,main,Main I - eva.pdf
5ec107c5a81ee01731ccaebf,1.0,1.39,evaluator,punishment,main,Main I - eva2.pdf
5ee6d5ce8e523a45fcda497a,1.3,1.83,evaluator,punishment,main,Main I - eva2.pdf
5f5a07190adc3903dfa338e5,1.4,1.97,evaluator,punishment,main,Main I - eva2.pdf
611835b51da9e47cd01c3b03,1.1,1.54,evaluator,punishment,main,Main I - eva2.pdf
595faee2135b5e0001928af8,1.0,1.4,evaluator,punishment,main,Main I - eva2.pdf
5973c67b5eccd900013a7f8b,1.4,1.97,evaluator,punishment,main,Main I - eva2.pdf
599c1ec40ed7ae0001991df2,1.3,1.82,evaluator,punishment,main,Main I - eva2.pdf
5f228dd0a6367c7582946207,1.5,2.09,evaluator,punishment,main,Main I - eva2.pdf
604b4cefcccde3ca319a38b9,5.1,7.14,evaluator,punishment,main,Main I - eva2.pdf
60f68f4ac13cf8de419f1d8d,1.3,1.81,evaluator,punishment,main,Main I - eva2.pdf
62fbe4c86d484357b6adbc36,1.0,1.4,evaluator,punishment,main,Main I - eva3.pdf
60d6f0d6545a161dee2fbab0,1.0,1.4,evaluator,punishment,main,Main I - eva3.pdf
61730961d289d524ad81b49f,1.8,2.51,evaluator,punishment,main,Main I - eva3.pdf
59d395800118340001369be1,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5a0323d1c259f30001765337,5.0,6.99,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5ad0c55ad9f7470001db0e09,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5d31c201c88f0e001a4c3cb3,5.5,7.7,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5d9d94f373de94001216cbab,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5e32c95c87b8ef28e5aff6ea,1.0,1.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5ec9288c8ec8f804d6809d9b,1.5,2.1,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5f233ef24281050e715ca769,1.3,1.82,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5f37e49dbfbc4529289bb538,6.0,8.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5f8de19aaf4fc8163abd08f9,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva1.pdf
6016f0e16f7aec8af4152aa4,1.0,1.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
60ed8b9aa9275e30071f2e86,1.3,1.84,evaluator,no_punish,main,Main I - no punish - eva1.pdf
60eec3167edb315c9031c9e7,1.0,1.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
6104d58336ac506a2aa1f325,5.0,6.99,evaluator,no_punish,main,Main I - no punish - eva1.pdf
611f8186d06a9e1844f3e012,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva1.pdf
6273eeabe7637501530d9733,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva1.pdf
62da6f3ecce56110c6f6c70b,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva1.pdf
63654bbd9fba7764c698ee95,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva1.pdf
637e6e90ac3771eb4a428a0b,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva1.pdf
63b6d3746c5d6b520bcf0320,5.3,7.42,evaluator,no_punish,main,Main I - no punish - eva1.pdf
63ee0d0ff9577e91114acc53,1.5,2.1,evaluator,no_punish,main,Main I - no punish - eva1.pdf
644d11521e3adb743d91eb4f,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva1.pdf
57189f81dd9ef10011de0cb8,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva1.pdf
58e14a980e54860001ce710a,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva1.pdf
59873c08da239a0001fb878f,1.3,1.82,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5af0be78e1b5b8000148a0e2,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5af4813048ecff00013534d9,1.0,1.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5aff493f331e8100018f130d,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5da9bb47c19ff3001516bcc3,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5e6562de03c81d2e4caa93f0,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5ec7d8cff93f7725a59a7f7c,5.3,7.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5ede945a2ec638128e356eac,1.5,2.1,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5ef9fa2c7f835a08989f1da8,1.0,1.41,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5f11eb333c6e2c0df5b92270,5.3,7.43,evaluator,no_punish,main,Main I - no punish - eva1.pdf
5fd957002dc9172302e1d60c,1.5,2.09,evaluator,no_punish,main,Main I - no punish - eva1.pdf
6078649b9de64f21e3fee45d,1.3,1.84,evaluator,no_punish,main,Main I - no punish - eva1.pdf
609c12cbfdad4ec1bfded9fb,5.3,7.42,evaluator,no_punish,main,Main I - no punish - eva1.pdf
60e6a9e0dc37b856c7c9ecbf,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva1.pdf
613a4439fc2888b3f6b1fc00,1.3,1.82,evaluator,no_punish,main,Main I - no punish - eva1.pdf
623499a77513562aee77cd47,5.0,6.98,evaluator,no_punish,main,Main I - no punish - eva1.pdf
62b095017dea8d83c1291a4f,5.3,7.43,evaluator,no_punish,main,Main I - no punish - eva1.pdf
570570eb61ab6a0010d484d0,1.5,2.09,evaluator,no_punish,main,Main I - no punish - eva2.pdf
58456eba000f1000010eb97c,5.8,8.14,evaluator,no_punish,main,Main I - no punish - eva2.pdf
5a0e9f5c9b760100013a7944,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva2.pdf
5fa8030f008edf5d07a3ab8b,5.3,7.42,evaluator,no_punish,main,Main I - no punish - eva2.pdf
605e7fad494f5b1efc65db99,5.3,7.4,evaluator,no_punish,main,Main I - no punish - eva2.pdf
60e80a4d99f424ca5dd14edd,1.3,1.82,evaluator,no_punish,main,Main I - no punish - eva2.pdf
62fb7948bd13412865275d1e,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva2.pdf
55e9aa1c735c45001043fbb6,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva2.pdf
593081fc5f170a00014358f4,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva2.pdf
5d049f0e0b54cc0001dad5ba,2.0,2.8,evaluator,no_punish,main,Main I - no punish - eva2.pdf
5d1a05e0628de0001966d713,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva2.pdf
5e5beb1ed9d6813cae521b50,1.3,1.84,evaluator,no_punish,main,Main I - no punish - eva2.pdf
605116da9a3b2d13a44665a0,2.3,3.22,evaluator,no_punish,main,Main I - no punish - eva2.pdf
611588bef241df09a8ac63e1,5.3,7.41,evaluator,no_punish,main,Main I - no punish - eva2.pdf
57e131b80cb6700001dd7e5c,1.3,1.82,evaluator,no_punish,main,Main I - no punish - eva3.pdf
5f0c5efb791e025b52cb48b1,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva3.pdf
63d40b07bb1c70df419c127b,5.3,7.41,evaluator,no_punish,main,Main I - no punish - eva3.pdf
5de572f21a7af84fc3cd0ca7,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva3.pdf
5ffcac9fed52b11468dec167,1.3,1.83,evaluator,no_punish,main,Main I - no punish - eva3.pdf
60b541217ae30e0573ba59be,2.3,3.22,evaluator,no_punish,main,Main I - no punish - eva3.pdf
5c4499c3d51119000115109a,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5d593dbaa0c0940001a471be,5.0,7.0,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5d61b636d989a4001a236c0e,5.0,6.98,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5ee0c8a669a88041d4034cea,5.0,7.01,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5f3be0f027d97397cfc8a000,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva4.pdf
6144d22fe87d4a25b836e37e,5.3,7.41,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5b424267e8815c0001777d94,1.3,1.84,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5b9118ad2f7c0c000181e6dc,1.3,1.85,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5bef14ec21057a000140922a,5.3,7.41,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5c4f6ecbea0d9a000144b905,5.0,7.01,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5e59a78652cf771b84dc6da7,1.3,1.81,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5f0c94983314760efb2814c1,5.0,7.0,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5f70f2db1da187103ac30229,1.0,1.39,evaluator,no_punish,main,Main I - no punish - eva4.pdf
62b234316af4e0c48a6f9073,5.0,6.99,evaluator,no_punish,main,Main I - no punish - eva4.pdf
5f02e4ccf8b6db18a3a60ccd,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva5.pdf
5fb274f5557bcc848df4293a,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva5.pdf
631772a21801f95e886518f4,1.5,2.11,evaluator,no_punish,main,Main I - no punish - eva5.pdf
63e3c4bb98ef1111f6026e28,5.0,7.0,evaluator,no_punish,main,Main I - no punish - eva5.pdf
5cc18045796f460019034fba,5.0,7.02,evaluator,no_punish,main,Main I - no punish - eva5.pdf
5e3d33b27525e7117bd31778,1.0,1.4,evaluator,no_punish,main,Main I - no punish - eva5.pdf
61673b692a55fba0f6b8abf1,1.3,1.79,evaluator,no_punish,main,Main I - no punish - eva5.pdf
5fe110a22738afafb8109236,4.8,6.72,delegator,punishment,pilot,pilot delegator 2.pdf
629e11c0d89e0c18f21e687a,2.0,2.79,delegator,punishment,pilot,pilot delegator 2.pdf
62cee5d244b7a060b567217a,4.3,6.01,delegator,punishment,pilot,pilot delegator 2.pdf
63d044e4c63272db35625084,5.1,7.16,delegator,punishment,pilot,pilot delegator 2.pdf
57db358d631235000138ab6f,4.5,6.3,delegator,punishment,pilot,pilot delegator 2.pdf
5cea3731d439ae001a5965b2,4.0,5.61,delegator,punishment,pilot,pilot delegator 2.pdf
60fd19fc1152c0b4056e73e0,1.5,2.1,delegator,punishment,pilot,pilot delegator 2.pdf
6102fcea8a324eaf83f7fa8c,3.2,4.47,delegator,punishment,pilot,pilot delegator 2.pdf
5c6092ac4cc94200016a61be,2.0,2.8,delegator,punishment,pilot,pilot delegator.pdf
5ed1463ba41e260775f2ec6c,4.0,5.59,delegator,punishment,pilot,pilot delegator.pdf
60de3c34940c209d729e32b8,4.3,6.02,delegator,punishment,pilot,pilot delegator.pdf
61668d00d12cac88caa9186e,3.5,4.89,delegator,punishment,pilot,pilot delegator.pdf
629265c60618ae54bb11c2bf,3.0,4.21,delegator,punishment,pilot,pilot delegator.pdf
62b2476fc924f1a048bd412b,5.8,8.12,delegator,punishment,pilot,pilot delegator.pdf
6319fb98fc610c552ae07a5d,4.5,6.31,delegator,punishment,pilot,pilot delegator.pdf
6346898b38625b0d3494ca32,4.6,6.43,delegator,punishment,pilot,pilot delegator.pdf
