paper,key,canonical,raw_reference
berger_watch_2021,steelman_2014,Steelman (2014),"Steelman ZR, Hammer BI, Limayem M (2014) Data collection in the"
berger_watch_2021,mitchell_1997,Mitchell (1997),"Mitchell TM (1997) Machine learning. McGraw-Hill, New York NVIDIA Corporation (2020) Deep learning SDK documentation:"
berger_watch_2021,parisi_2019,Parisi (2019),"Parisi GI, Kemker R, Part JL, Kanan C, Wermter S (2019) Continual lifelong learning with neural networks: a review. Neural Netw 113:54�71. https://doi.org/10.1016/j.neunet.2019.01.012"
berger_watch_2021,prahl_2017,Prahl (2017),"Prahl A, Van Swol L (2017) Understanding algorithm aversion: when is advice from automation discounted? J Forecast 36(6):691�702. https://doi.org/10.1002/for.2464"
berger_watch_2021,promberger_2006,Promberger (2006),"Promberger M, Baron J (2006) Do patients trust computers? J Behav Decis Mak 19(5):455�468. https://doi.org/10.1002/bdm.542"
berger_watch_2021,ransbotham_2017,Ransbotham (2017),"Ransbotham S, Kiron D, Gerbert P, Reeves M (2017) Reshaping business with artificial intelligence. MIT Sloan Manag Rev 59(1):1�17"
berger_watch_2021,russell_2010,Russell (2010),"Russell SJ, Norvig P (2010) Artificial intelligence: A modern approach. Pearson, Upper Saddle River"
berger_watch_2021,saunders_2016,Saunders (2016),"Saunders J, Syrdal DS, Koay KL, Burke N, Dautenhahn K (2016) ``Teach me�show me'' � end-user personalization of a smart home and companion robot. IEEE Trans Hum Mach Syst 46(1):27�40. https://doi.org/10.1109/THMS.2015.2445105 https://doi.org/10.1002/bdm.2118"
berger_watch_2021,zhang_2011,Zhang (2011),"Zhang T, Agarwal R, Lucas HC (2011) The value of IT-enabled retailer learning: personalized product recommendations and customer store loyalty in electronic markets. MIS Q 35(4):859�881. https://doi.org/10.2307/41409964"
berger_watch_2021,agarwal_1998,Agarwal (1998),"Agarwal R, Prasad J (1998) A conceptual and operational definition of personal innovativeness in the domain of information technology. Inf Syst Res 9(2):204�215. https://doi.org/10.1287/ isre.9.2.204"
berger_watch_2021,alavi_2002,Alavi (2002),"Alavi M, Marakas GM, Yoo Y (2002) A comparative study of distributed learning environments on learning outcomes. Inf Syst Res 13(4):404�415. https://doi.org/10.1287/isre.13.4.404.72"
berger_watch_2021,alvarado-valencia_2014,Alvarado-Valencia (2014),"Alvarado-Valencia JA, Barrero LH (2014) Reliance, trust and heuristics in judgmental forecasting. Comput Hum Behav"
berger_watch_2021,anthes_2017,Anthes (2017),Anthes G (2017) Artificial intelligence poised to ride a new wave.
berger_watch_2021,green_1986,Green (1986),"Green GI, Hughes CT (1986) Effects of decision support systems"
berger_watch_2021,grove_2000,Grove (2000),"Grove WM, Zald DH, Lebow BS, Snitz BE, Nelson C (2000) Clinical"
berger_watch_2021,gunaratne_2018,Gunaratne (2018),"Gunaratne J, Zalmanson L, Nov O (2018) The persuasive power of"
berger_watch_2021,hayes_2017,Hayes (2017),"Hayes AF (2017) Introduction to mediation, moderation, and"
berger_watch_2021,highhouse_2008,Highhouse (2008),Highhouse S (2008) Stubborn reliance on intuition and subjectivity in
berger_watch_2021,joachims_2007,Joachims (2007),"Joachims T, Radlinski F (2007) Search engines that learn from"
berger_watch_2021,karahanna_2018,Karahanna (2018),"Karahanna E, Benbasat I, Bapna R, Rai A (2018) Editor's comments:"
berger_watch_2021,kim_2009,Kim (2009),"Kim DJ, Ferrin DL, Rao HR (2009) Trust and satisfaction, two"
berger_watch_2021,seidel_2018,Seidel (2018),"Seidel S, Berente N, Lindberg A, Lyytinen K, Nickerson JV (2018) Autonomous tools and design: a triple-loop approach to human- machine learning. Commun ACM 62(1):50�57. https://doi.org/ 10.1145/3210753"
berger_watch_2021,sniezek_1995,Sniezek (1995),"Sniezek JA, Buckley T (1995) Cueing and cognitive conflict in judge- advisor decision making. Organ Behav Hum Decis Proc 62(2):159�174. https://doi.org/10.1006/obhd.1995.1040"
berger_watch_2021,pecht_2018,Pecht (2018),Pecht G (2018) Future work and enterprise systems. Bus Inf Syst Eng 60(4):357�366. https://doi.org/10.1007/s12599-018-0544-2
berger_watch_2021,wagner_2018,Wagner (2018),"Wagner AR, Borenstein J, Howard A (2018) Overtrust in the robotic age. Commun ACM 61(9):22�24. https://doi.org/10.1145/ 3241365"
berger_watch_2021,wang_2011,Wang (2011),"Wang M, Hua X-S (2011) Active learning in multimedia annotation and retrieval: a survey. ACM Trans Intell Syst Technol 2(2):1�21. https://doi.org/10.1145/1899412.1899414"
berger_watch_2021,watson_2017,Watson (2017),Watson HJ (2017) Preparing for the cognitive generation of decision support. MIS Q Exec 16(3):153�169
berger_watch_2021,whitecotton_1996,Whitecotton (1996),Whitecotton SM (1996) The effects of experience and confidence on decision aid reliance: a causal model. Behav Res Acc 8:194�216
berger_watch_2021,yeomans_2019,Yeomans (2019),"Yeomans M, Shah A, Mullainathan S, Kleinberg J (2019) Making sense of recommendations. J Behav Decis Mak 32(4):403�414."
bigman_people_2018,bartholomew-biggs_2003,Bartholomew-Biggs (2003),"Bartholomew-Biggs, M. C., Parkhurst, S. C., & Wilson, S. P. (2003). Global optimization Although the studies here revealed the importance of mind for moral agency by comparing machines (who are generally seen to lack mind) to humans (who are generally seen to possess mind), the results should apply more generally. For example, it should seem more per- missible for people to make moral decisions when they are perceived to possess more agency and experience. To test this idea, we ran a study modeled after the military scenarios in Study 5, in which participants (N = 485, 57.9% female, age: M = 35.99, SD = 11.57, 12 exclusions) read about a human agent, Colonel Jones, who made a decision about a risky drone missile strike. In a 2 � 2 between-subjects design Colonel Jones was described as having high/low experience and high/low agency. Moral permissibility judgments (Cronbach's  = 0.91) were higher when Colonel Jones had high agency (M = 3.27, SD = 1.17) versus low agency (M = 2.71, SD = 1.22), F(1, 469) = 25.54, p < .001, partial 2 = 0.05, and were higher when he had high ex- perience (M = 3.24, SD = 1.19) versus low experience (M = 2.76, SD = 1.22), F(1, 469) = 18.83, p < .001, partial 2 = 0.04. The 6(1), 3�5. https://doi.org/10.1177/1745691610393980."
bigman_people_2018,cameron_2015,Cameron (2015),"Cameron, C. D., Lindquist, K. A., & Gray, K. (2015). A constructionist review of morality and emotions: no evidence for specific links between moral content and discrete emotions. Personality and Social Psychology Review, 19(4), 371�394. https://doi.org/ 10.1177/1088868314566683."
bigman_people_2018,cameron_1984,Cameron (1984),"Cameron, J. (1984). The terminator. USA."
bigman_people_2018,caplan_2007,Caplan (2007),"Caplan, J. M. (2007). What Factors Affect Parole-A Review of Empirical Research. Fed. Probation, 71, 16. C�rdenas-Barr�n, L. E., Trevi�o-Garza, G., & Wee, H. M. (2012). A simple and better algorithm to solve the vendor managed inventory control system of multi-product multi-constraint economic order quantity model. Expert Systems with Applications, 39(3), 3888�3895. https://doi.org/10.1016/j.eswa.2011.09.057."
bigman_people_2018,chalmers_1997,Chalmers (1997),"Chalmers, D. J. (1997). The conscious mind: In search of a fundamental theory. New York, NY: Oxford University Press."
bigman_people_2018,chen_2016,Chen (2016),"Chen, L., Mislove, A., & Wilson, C. (2016). An empirical analysis of algorithmic pricing on"
bigman_people_2018,chouard_2016,Chouard (2016),"Chouard, T. (2016). The Go Files: AI computer clinches victory against Go champion. Nature. https://doi.org/10.1038/nature.2016.19553."
bigman_people_2018,clarke_1992,Clarke (1992),"Clarke, R. (1992). Free will and the conditions of moral responsibility. Retrieved from Philosophical Studies: An International Journal for Philosophy in the Analytic Tradition, 66(1), 53�74. <http://www.jstor.org/stable/4320296>."
bigman_people_2018,coeckelbergh_2010,Coeckelbergh (2010),"Coeckelbergh, M. (2010). Moral appearances: Emotions, robots, and human morality. Ethics and Information Technology, 12(3), 235�241. https://doi.org/10.1007/s10676- 010-9221-y."
bigman_people_2018,conitzer_2017,Conitzer (2017),"Conitzer, V., Sinnott-Armstrong, W., Borg, J. S., Deng, Y., & Kramer, M. (2017). Moral decision making frameworks for artificial intelligence. In Association for the ad- vancement of artificial intelligence, (Moor 2006) (pp. 4831�4835). Retrieved from < https://pdfs.semanticscholar.org/a3bb/ ffdcc1c7c4cae66d6af373651389d94b7090.pdf > ."
bigman_people_2018,cushman_2008,Cushman (2008),"Cushman, F. (2008). Crime and punishment: Distinguishing the roles of causal and in- tentional analyses in moral judgment. Cognition, 108(2), 353�380. https://doi.org/ 10.1016/j.cognition.2008.03.006."
bigman_people_2018,damm_2010,Damm (2010),"Damm, L. (2010). Emotions and moral agency. Philosophical Explorations, 13(3), 275�292. https://doi.org/10.1080/13869795.2010.501898."
bigman_people_2018,dawson_1966,Dawson (1966),"Dawson, R. O. (1966). The decision to grant or deny parole: A study of parole criteria in law and practice. Washington University Law Quarterly, 1966(3), 234�303."
bigman_people_2018,de_2010,De Waal (2010),"De Waal, F. (2010). The age of empathy: Nature's lessons for a kinder society. New York, NY: Random House."
bigman_people_2018,decety_2014,Decety (2014),"Decety, J., & Cowell, J. M. (2014). The complex relation between morality and empathy. Trends in Cognitive Sciences, 18(7), 337�339. https://doi.org/10.1016/j.tics.2014.04. 008."
bigman_people_2018,devito_2017,DeVito (2017),"DeVito, M. A. (2017). From editors to algorithms: A values-based approach to under- standing story selection in the Facebook news feed. Digital Journalism, 5(6), 753�773. https://doi.org/10.1080/21670811.2016.1178592."
bigman_people_2018,dietvorst_2015,Dietvorst (2015),"Dietvorst, B. J., Simmons, J. P., & Massey, C. (2015). Algorithm aversion: People erro- neously avoid algorithms after seeing them err. Journal of Experimental Psychology: General, 144(1), 114�126. https://doi.org/10.1037/xge0000033."
bigman_people_2018,fehr_2002,Fehr (2002),"Fehr, E., & G�chter, S. (2002). Altruistic punishment in humans. Nature, 415, 137�140. https://doi.org/10.1038/415137a."
bigman_people_2018,fischer_2005,Fischer (2005),"Fischer, J. M. (2005). Free Will and Moral Responsibility. In D. Copp (Ed.). The Oxford handbook of ethical theory (pp. 321�354). Oxford University Press. https://doi.org/10. 1093/0195147790.003.0013."
bigman_people_2018,floridi_2004,Floridi (2004),"Floridi, L., & Sanders, J. W. (2004). On the morality of artificial agents. Minds and Machines, 14(3), 349�379. https://doi.org/10.1023/B:MIND.0000035461.63578.9d."
bigman_people_2018,frankfurt_1969,Frankfurt (1969),"Frankfurt, H. G. (1969). Alternate possibilities and moral responsibility. The Journal of Philosophy, 66(23), 829. https://doi.org/10.2307/2023833."
bigman_people_2018,gogoll_2018,Gogoll (2018),"Gogoll, J., & Uhl, M. (2018). Rage against the machine: Automation in the moral domain. Journal of Behavioral and Experimental Economics, 74, 97�103. https://doi.org/10. 1016/j.socec.2018.04.003."
bigman_people_2018,goodman_2013,Goodman (2013),"Goodman, J. K., Cryder, C. E., & Cheema, A. (2013). Data collection in a flat world: The strengths and weaknesses of mechanical Turk samples. Journal of Behavioral Decision Making, 26(3), 213�224. https://doi.org/10.1002/bdm.1753."
bigman_people_2018,gray_2007,Gray (2007),"Gray, H. M., Gray, K., & Wegner, D. M. (2007). Dimensions of mind perception. Science (New York, New York), 315(5812), 619. https://doi.org/10.1126/science.1134475."
bigman_people_2018,gray_2011,Gray (2011),"Gray, K., Jenkins, A. C., Heberlein, A. S., & Wegner, D. M. (2011). Distortions of mind perception in psychopathology. Proceedings of the National Academy of Sciences of the United States of America, 108(2), 477�479. https://doi.org/10.1073/pnas. 1015493108."
bigman_people_2018,gray_2017,Gray (2017),"Gray, K., Schein, C., & Cameron, C. D. (2017). How to think about emotions and morality: Circles, not arrows. Current Opinion in Psychology, 17, 41�46."
bigman_people_2018,gray_2009,Gray (2009),"Gray, K., & Wegner, D. M. (2009). Moral typecasting: Divergent perceptions of moral agents and moral patients. Journal of Personality and Social Psychology, 96(3), 505�520. https://doi.org/10.1037/a0013748."
bigman_people_2018,gray_2012,Gray (2012),"Gray, K., & Wegner, D. M. (2012). Feeling robots and human zombies: Mind perception and the uncanny valley. Cognition, 125(1), 125�130. https://doi.org/10.1016/j. cognition.2012.06.007."
bigman_people_2018,greene_2001,Greene (2001),"Greene, J. D., Sommerville, R. B., Nystrom, L. E., Darley, J. M., & Cohen, J. D. (2001). An fMRI investigation of emotional engagement in moral judgment. Science, 293(5537), 2105�2108. https://doi.org/10.1126/science.1062872."
bigman_people_2018,haidt_2001,Haidt (2001),"Haidt, J. (2001). The emotional dog and its rational tail: A social intuitionist approach to moral judgment. Psychological Review, 108(4), 814�834. https://doi.org/10.1037// 0033-295X."
bigman_people_2018,haidt_1993,Haidt (1993),"Haidt, J., Koller, S. H., & Dias, M. G. (1993). Affect, culture, and morality, or is it wrong to eat your dog? Retrieved from Journal of Personality and Social Psychology, 65(4), 613�628. <http://www.ncbi.nlm.nih.gov/pubmed/8229648>."
bigman_people_2018,harris_2012,Harris (2012),"Harris, S. (2012). Free will. New York, NY: Free Press."
bigman_people_2018,haslam_2006,Haslam (2006),"Haslam, N. (2006). Dehumanization: An integrative review. Personality and Social Psychology Review, 10(3), 252�264. https://doi.org/10.1207/s15327957pspr1003_4."
bigman_people_2018,hauser_2016,Hauser (2016),"Hauser, D. J., & Schwarz, N. (2016). Attentive Turkers: MTurk participants perform better on online attention checks than do subject pool participants. Behavior Research Methods, 48(1), 400�407. https://doi.org/10.3758/s13428-015-0578-z."
bigman_people_2018,heires_2016,Heires (2016),"Heires, K. (2016). Rise of the Robots. Retrieved March 25, 2018, from <http://www. rmmagazine.com/2016/09/01/rise-of-the-robots/>. Hellstr�m, T. (2013). On the moral responsibility of military robots. Ethics and Information Technology, 15(2), 99�107. https://doi.org/10.1007/s10676-012-9301-2."
bigman_people_2018,hern_2017,Hern (2017),"Hern, A. (2017). How social media filter bubbles and algorithms influence the election. Retrieved March 25, 2018, from < https://www.theguardian.com/technology/ Analytic Tradition, 82(3), 265�287. <http://www.pdcnet.org/oom/service?url_ver="
bigman_people_2018,monroe_2017,Monroe (2017),"Monroe, A. E., Brady, G. L., & Malle, B. F. (2017). This isn't the free will worth looking for: General free will beliefs do not influence moral judgments, agent-specific choice ascriptions do. Social Psychological and Personality Science, 8(2), 191�199. https://doi. org/10.1177/1948550616667616."
bigman_people_2018,monroe_2014,Monroe (2014),"Monroe, A. E., Dillon, K. D., & Malle, B. F. (2014). Bringing free will down to Earth: People's psychological concept of free will and its role in moral judgment. Consciousness and Cognition, 27(1), 100�108. https://doi.org/10.1016/j.concog.2014. 04.011."
bigman_people_2018,mori_1970,Mori (1970),"Mori, M. (1970). The uncanny valley. Energy, 7(4), 33�35."
bigman_people_2018,nahmias_2014,Nahmias (2014),"Nahmias, E., Shepard, J., & Reuter, S. (2014). It's OK if ""my brain made me do it"": People's intuitions about free will and neuroscientific prediction. Cognition, 133(2), 502�516. https://doi.org/10.1016/j.cognition.2014.07.009."
bigman_people_2018,newborn_2011,Newborn (2011),"Newborn, M. (2011). Beyond deep blue: Chess in the stratosphere. New York, NY: Springer. Nosek, B. A., Alter, G., Banks, G. C., Borsboom, D., Bowman, S. D., Breckler, S. J., ..."
bigman_people_2018,yarkoni_2015,Yarkoni (2015),"Yarkoni, T. (2015). Promoting an open research culture. Science, 348(6242), 1422�1425. https://doi.org/10.1126/science.aab2374."
bigman_people_2018,oconnor_2000,O'Connor (2000),"O'Connor, T. (2000). Causality, mind, and free will. Nous, 34(s14), 105�117. https://doi. org/10.1111/0029-4624.34.s14.6."
bigman_people_2018,osborne_2003,Osborne (2003),"Osborne, J., Simon, S., & Collins, S. (2003). Attitudes towards science: A review of the literature and its implications. International Journal of Science Education, 25(9), 1049�1079. https://doi.org/10.1080/0950069032000032199. Pardo del Val, M., & Mart�nez Fuentes, C. (2003). Resistance to change: A literature re- view and empirical study. Management Decision, 41(2), 148�155. https://doi.org/10. 1108/00251740310457597."
